_id,AnnoA,ClasseNUMERO,ClasseNOME,SESSO,Isc
5236,2012/2013,LM-28,Ingegneria elettrica,F,105
5237,2012/2013,LM-28,Ingegneria elettrica,M,1221
5238,2012/2013,LM-29,Ingegneria elettronica,F,364
5239,2012/2013,LM-29,Ingegneria elettronica,M,2438
5240,2012/2013,LM-30,Ingegneria energetica e nucleare,F,431
5241,2012/2013,LM-30,Ingegneria energetica e nucleare,M,1826
5242,2012/2013,LM-31,Ingegneria gestionale,F,2733
5243,2012/2013,LM-31,Ingegneria gestionale,M,4273
5244,2012/2013,LM-32,Ingegneria informatica,F,720
5245,2012/2013,LM-32,Ingegneria informatica,M,4551
5246,2012/2013,LM-33,Ingegneria meccanica,F,688
5247,2012/2013,LM-33,Ingegneria meccanica,M,6842
5248,2012/2013,LM-34,Ingegneria navale,F,96
5249,2012/2013,LM-34,Ingegneria navale,M,413
5250,2012/2013,LM-35,Ingegneria per l'ambiente e il territorio,F,1076
5251,2012/2013,LM-35,Ingegneria per l'ambiente e il territorio,M,1679
5252,2012/2013,LM-36,Lingue e letterature dell'Africa e dell'Asia,F,709
5253,2012/2013,LM-36,Lingue e letterature dell'Africa e dell'Asia,M,193
5254,2012/2013,LM-37,Lingue e letterature moderne europee e americane,F,5620
5255,2012/2013,LM-37,Lingue e letterature moderne europee e americane,M,796
5256,2012/2013,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,F,4357
5257,2012/2013,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,M,609
5258,2012/2013,LM-39,Linguistica,F,817
5259,2012/2013,LM-39,Linguistica,M,193
5260,2012/2013,LM-40,Matematica,F,1588
5261,2012/2013,LM-40,Matematica,M,1233
5262,2012/2013,LM-41,Medicina e chirurgia,F,25923
5263,2012/2013,LM-41,Medicina e chirurgia,M,22631
5264,2012/2013,LM-42,Medicina veterinaria,F,3114
5265,2012/2013,LM-42,Medicina veterinaria,M,1446
5266,2012/2013,LM-43,Metodologie informatiche per le discipline umanistiche,F,56
5267,2012/2013,LM-43,Metodologie informatiche per le discipline umanistiche,M,44
5268,2012/2013,LM-44,Modellistica matematico-fisica per l'ingegneria,F,194
5269,2012/2013,LM-44,Modellistica matematico-fisica per l'ingegneria,M,379
5270,2012/2013,LM-45,Musicologia e beni musicali,F,281
5271,2012/2013,LM-45,Musicologia e beni musicali,M,270
5272,2012/2013,LM-46,Odontoiatria e protesi dentaria,F,1402
5273,2012/2013,LM-46,Odontoiatria e protesi dentaria,M,1770
5274,2012/2013,LM-47,Organizzazione e gestione dei servizi per lo sport e le attivit motorie,F,89
5275,2012/2013,LM-47,Organizzazione e gestione dei servizi per lo sport e le attivit motorie,M,149
5276,2012/2013,LM-48,Pianificazione territoriale urbanistica e ambientale,F,407
5277,2012/2013,LM-48,Pianificazione territoriale urbanistica e ambientale,M,606
5278,2012/2013,LM-49,Progettazione e gestione dei sistemi turistici,F,1059
5279,2012/2013,LM-49,Progettazione e gestione dei sistemi turistici,M,327
5280,2012/2013,LM-50,Programmazione e gestione dei servizi educativi,F,1830
5281,2012/2013,LM-50,Programmazione e gestione dei servizi educativi,M,204
5282,2012/2013,LM-51,Psicologia,F,15454
5283,2012/2013,LM-51,Psicologia,M,2888
5284,2012/2013,LM-52,Relazioni internazionali,F,3338
5285,2012/2013,LM-52,Relazioni internazionali,M,2199
5286,2012/2013,LM-53,Scienza e ingegneria dei materiali,F,312
5287,2012/2013,LM-53,Scienza e ingegneria dei materiali,M,694
5288,2012/2013,LM-54,Scienze chimiche,F,1223
5289,2012/2013,LM-54,Scienze chimiche,M,1158
5290,2012/2013,LM-55,Scienze cognitive,F,450
5291,2012/2013,LM-55,Scienze cognitive,M,167
5292,2012/2013,LM-56,Scienze dell'economia,F,4052
5293,2012/2013,LM-56,Scienze dell'economia,M,4599
5294,2012/2013,LM-57,Scienze dell'educazione degli adulti e della formazione continua,F,1039
5295,2012/2013,LM-57,Scienze dell'educazione degli adulti e della formazione continua,M,149
5296,2012/2013,LM-58,Scienze dell'universo,F,98
5297,2012/2013,LM-58,Scienze dell'universo,M,121
5298,2012/2013,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicit",F,2886
5299,2012/2013,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicit",M,1453
5300,2012/2013,LM-60,Scienze della natura,F,358
5301,2012/2013,LM-60,Scienze della natura,M,272
5302,2012/2013,LM-61,Scienze della nutrizione umana,F,1030
5303,2012/2013,LM-61,Scienze della nutrizione umana,M,266
5304,2012/2013,LM-62,Scienze della politica,F,1573
5305,2012/2013,LM-62,Scienze della politica,M,1546
5306,2012/2013,LM-63,Scienze delle pubbliche amministrazioni,F,1837
5307,2012/2013,LM-63,Scienze delle pubbliche amministrazioni,M,1433
5308,2012/2013,LM-64,Scienze delle religioni,F,67
5309,2012/2013,LM-64,Scienze delle religioni,M,54
5310,2012/2013,LM-65,Scienze dello spettacolo e produzione multimediale,F,1731
5311,2012/2013,LM-65,Scienze dello spettacolo e produzione multimediale,M,800
5312,2012/2013,LM-66,Sicurezza informatica,F,9
5313,2012/2013,LM-66,Sicurezza informatica,M,57
5314,2012/2013,LM-67,Scienze e tecniche delle attivit motorie preventive e adattate,F,1184
5315,2012/2013,LM-67,Scienze e tecniche delle attivit motorie preventive e adattate,M,1274
5316,2012/2013,LM-68,Scienze e tecniche dello sport,F,473
5317,2012/2013,LM-68,Scienze e tecniche dello sport,M,995
5318,2012/2013,LM-69,Scienze e tecnologie agrarie,F,469
5319,2012/2013,LM-69,Scienze e tecnologie agrarie,M,1160
5320,2012/2013,LM-70,Scienze e tecnologie alimentari,F,663
5321,2012/2013,LM-70,Scienze e tecnologie alimentari,M,641
5322,2012/2013,LM-71,Scienze e tecnologie della chimica industriale,F,248
5323,2012/2013,LM-71,Scienze e tecnologie della chimica industriale,M,406
5324,2012/2013,LM-72,Scienze e tecnologie della navigazione,F,13
5325,2012/2013,LM-72,Scienze e tecnologie della navigazione,M,21
5326,2012/2013,LM-73,Scienze e tecnologie forestali ed ambientali,F,232
5327,2012/2013,LM-73,Scienze e tecnologie forestali ed ambientali,M,459
5328,2012/2013,LM-74,Scienze e tecnologie geologiche,F,631
5329,2012/2013,LM-74,Scienze e tecnologie geologiche,M,1012
5330,2012/2013,LM-75,Scienze e tecnologie per l'ambiente e il territorio,F,517
5331,2012/2013,LM-75,Scienze e tecnologie per l'ambiente e il territorio,M,552
5332,2012/2013,LM-76,Scienze economiche per l'ambiente e la cultura,F,711
5333,2012/2013,LM-76,Scienze economiche per l'ambiente e la cultura,M,174
5334,2012/2013,LM-77,Scienze economico-aziendali,F,19276
5335,2012/2013,LM-77,Scienze economico-aziendali,M,17797
5336,2012/2013,LM-78,Scienze filosofiche,F,2564
5337,2012/2013,LM-78,Scienze filosofiche,M,1937
5338,2012/2013,LM-79,Scienze geofisiche,F,32
5339,2012/2013,LM-79,Scienze geofisiche,M,56
5340,2012/2013,LM-80,Scienze geografiche,F,106
5341,2012/2013,LM-80,Scienze geografiche,M,136
5342,2012/2013,LM-81,Scienze per la cooperazione allo sviluppo,F,840
5343,2012/2013,LM-81,Scienze per la cooperazione allo sviluppo,M,427
5344,2012/2013,LM-82,Scienze statistiche,F,576
5345,2012/2013,LM-82,Scienze statistiche,M,541
5346,2012/2013,LM-83,Scienze statistiche attuariali e finanziarie,F,281
5347,2012/2013,LM-83,Scienze statistiche attuariali e finanziarie,M,334
5348,2012/2013,LM-84,Scienze storiche,F,1253
5349,2012/2013,LM-84,Scienze storiche,M,1741
5350,2012/2013,LM-85,Scienze pedagogiche,F,5183
5351,2012/2013,LM-85,Scienze pedagogiche,M,487
5352,2012/2013,LM-85 bis,Scienze della formazione primaria,F,7987
5353,2012/2013,LM-85 bis,Scienze della formazione primaria,M,414
5354,2012/2013,LM-86,Scienze zootecniche e tecnologie  animali,F,261
5355,2012/2013,LM-86,Scienze zootecniche e tecnologie  animali,M,206
5356,2012/2013,LM-87,Servizio sociale e politiche sociali,F,3702
5357,2012/2013,LM-87,Servizio sociale e politiche sociali,M,362
5358,2012/2013,LM-88,Sociologia e ricerca sociale,F,1956
5359,2012/2013,LM-88,Sociologia e ricerca sociale,M,743
5360,2012/2013,LM-89,Storia dell'arte,F,3754
5361,2012/2013,LM-89,Storia dell'arte,M,706
5362,2012/2013,LM-90,Studi europei,F,249
5363,2012/2013,LM-90,Studi europei,M,185
5364,2012/2013,LM-91,Tecniche e metodi per la societa dell'informazione,F,9
5365,2012/2013,LM-91,Tecniche e metodi per la societa dell'informazione,M,30
5366,2012/2013,LM-92,Teorie della comunicazione,F,811
5367,2012/2013,LM-92,Teorie della comunicazione,M,416
5368,2012/2013,LM-93,Teorie e metodologie dell'e-learning e della media education,F,269
5369,2012/2013,LM-93,Teorie e metodologie dell'e-learning e della media education,M,67
5370,2012/2013,LM-94,Traduzione specialistica e interpretariato,F,1674
5371,2012/2013,LM-94,Traduzione specialistica e interpretariato,M,245
5372,2012/2013,LMG/01,Magistrali in giurisprudenza,F,97318
5373,2012/2013,LMG/01,Magistrali in giurisprudenza,M,59356
5374,2012/2013,LMR/02,Conservazione e restauro dei beni culturali,F,392
5375,2012/2013,LMR/02,Conservazione e restauro dei beni culturali,M,64
5376,2012/2013,SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",F,13397
5377,2012/2013,SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",M,5871
5378,2012/2013,SNT1/S,Specialistiche nelle scienze infermieristiche e ostetriche,F,161
5379,2012/2013,SNT1/S,Specialistiche nelle scienze infermieristiche e ostetriche,M,64
5380,2012/2013,SNT2,Professioni sanitarie della riabilitazione,F,3420
5381,2012/2013,SNT2,Professioni sanitarie della riabilitazione,M,1887
5382,2012/2013,SNT2/S,Specialistiche nelle scienze delle professioni sanitarie della riabilitazione,F,31
5383,2012/2013,SNT2/S,Specialistiche nelle scienze delle professioni sanitarie della riabilitazione,M,10
5384,2012/2013,SNT3,Professioni sanitarie tecniche,F,2556
5385,2012/2013,SNT3,Professioni sanitarie tecniche,M,2018
5386,2012/2013,SNT3/S,Specialistiche nelle scienze delle professioni sanitarie tecniche,F,25
5387,2012/2013,SNT3/S,Specialistiche nelle scienze delle professioni sanitarie tecniche,M,25
5388,2012/2013,SNT4,Professioni sanitarie della prevenzione,F,559
5389,2012/2013,SNT4,Professioni sanitarie della prevenzione,M,636
5390,2012/2013,SNT4/S,Specialistiche nelle scienze delle professioni sanitarie della prevenzione,F,3
5391,2012/2013,SNT4/S,Specialistiche nelle scienze delle professioni sanitarie della prevenzione,M,19
5392,2011/2012,1,Biotecnologie,F,2222
5393,2011/2012,1,Biotecnologie,M,1155
5394,2011/2012,01/S,Specialistiche in antropologia culturale ed etnologia,F,206
5395,2011/2012,01/S,Specialistiche in antropologia culturale ed etnologia,M,60
5396,2011/2012,2,Scienze dei servizi giuridici,F,2356
5397,2011/2012,2,Scienze dei servizi giuridici,M,1803
5398,2011/2012,02/S,Specialistiche in archeologia,F,247
5399,2011/2012,02/S,Specialistiche in archeologia,M,126
5400,2011/2012,3,Scienze della mediazione linguistica,F,5753
5401,2011/2012,3,Scienze della mediazione linguistica,M,1242
5402,2011/2012,03/S,Specialistiche in architettura del paesaggio,F,55
5403,2011/2012,03/S,Specialistiche in architettura del paesaggio,M,31
5404,2011/2012,4,Scienze dell'architettura e dell'ingegneria edile,F,4710
5405,2011/2012,4,Scienze dell'architettura e dell'ingegneria edile,M,5778
5406,2011/2012,04/S,Specialistiche in architettura e ingegneria edile,F,1002
5407,2011/2012,04/S,Specialistiche in architettura e ingegneria edile,M,1045
5408,2011/2012,04/S-cu,Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico,F,8907
5409,2011/2012,04/S-cu,Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico,M,7675
5410,2011/2012,5,Lettere,F,7605
5411,2011/2012,5,Lettere,M,2415
5412,2011/2012,05/S,Specialistiche in archivistica e biblioteconomia,F,79
5413,2011/2012,05/S,Specialistiche in archivistica e biblioteconomia,M,12
5414,2011/2012,6,Scienze del servizio sociale,F,3649
5415,2011/2012,6,Scienze del servizio sociale,M,380
5416,2011/2012,06/S,Specialistiche in biologia,F,489
5417,2011/2012,06/S,Specialistiche in biologia,M,202
5418,2011/2012,7,Urbanistica e scienze della pianificazione territoriale e ambientale,F,406
5419,2011/2012,7,Urbanistica e scienze della pianificazione territoriale e ambientale,M,983
5420,2011/2012,07/S,Specialistiche in biotecnologie agrarie,F,13
5421,2011/2012,07/S,Specialistiche in biotecnologie agrarie,M,8
5422,2011/2012,8,Ingegneria civile e ambientale,F,2606
5423,2011/2012,8,Ingegneria civile e ambientale,M,7578
5424,2011/2012,08/S,Specialistiche in biotecnologie industriali,F,41
5425,2011/2012,08/S,Specialistiche in biotecnologie industriali,M,49
5426,2011/2012,9,Ingegneria dell'informazione,F,2211
5427,2011/2012,9,Ingegneria dell'informazione,M,12253
5428,2011/2012,09/S,"Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche",F,152
5429,2011/2012,09/S,"Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche",M,69
5430,2011/2012,10,Ingegneria industriale,F,3374
5431,2011/2012,10,Ingegneria industriale,M,15097
5432,2011/2012,10/S,Specialistiche in conservazione dei beni architettonici e ambientali,F,11
5433,2011/2012,10/S,Specialistiche in conservazione dei beni architettonici e ambientali,M,2
5434,2011/2012,100/S,Specialistiche in tecniche e metodi per la societa dell'informazione,F,18
5435,2011/2012,100/S,Specialistiche in tecniche e metodi per la societa dell'informazione,M,41
5436,2011/2012,101/S,Specialistiche in teoria della comunicazione,F,144
5437,2011/2012,101/S,Specialistiche in teoria della comunicazione,M,60
5438,2011/2012,102/S,Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica,F,16
5439,2011/2012,102/S,Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica,M,5
5440,2011/2012,103/S,Specialistiche in teorie e metodi del disegno industriale,F,342
5441,2011/2012,103/S,Specialistiche in teorie e metodi del disegno industriale,M,287
5442,2011/2012,104/S,Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica,F,303
5443,2011/2012,104/S,Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica,M,26
5444,2011/2012,11,Lingue e culture moderne,F,10209
5445,2011/2012,11,Lingue e culture moderne,M,2129
5446,2011/2012,12,Scienze biologiche,F,7350
5447,2011/2012,12,Scienze biologiche,M,2541
5448,2011/2012,12/S,Specialistiche in conservazione e restauro del patrimonio storico-artistico,F,82
5449,2011/2012,12/S,Specialistiche in conservazione e restauro del patrimonio storico-artistico,M,16
5450,2011/2012,13,Scienze dei beni culturali,F,6716
5451,2011/2012,13,Scienze dei beni culturali,M,1968
5452,2011/2012,13/S,"Specialistiche in editoria, comunicazione multimediale e giornalismo",F,291
5453,2011/2012,13/S,"Specialistiche in editoria, comunicazione multimediale e giornalismo",M,145
5454,2011/2012,14,Scienze della comunicazione,F,7042
5455,2011/2012,14,Scienze della comunicazione,M,3929
5456,2011/2012,14/S,Specialistiche in farmacia e farmacia industriale,F,18838
5457,2011/2012,14/S,Specialistiche in farmacia e farmacia industriale,M,7757
5458,2011/2012,15,Scienze politiche e delle relazioni internazionali,F,4193
5459,2011/2012,15,Scienze politiche e delle relazioni internazionali,M,5652
5460,2011/2012,15/S,Specialistiche in filologia e letterature dell'antichita,F,149
5461,2011/2012,15/S,Specialistiche in filologia e letterature dell'antichita,M,50
5462,2011/2012,16,Scienze della Terra,F,437
5463,2011/2012,16,Scienze della Terra,M,892
5464,2011/2012,16/S,Specialistiche in filologia moderna,F,552
5465,2011/2012,16/S,Specialistiche in filologia moderna,M,142
5466,2011/2012,17,Scienze dell'economia e della gestione aziendale,F,17311
5467,2011/2012,17,Scienze dell'economia e della gestione aziendale,M,18100
5468,2011/2012,17/S,Specialistiche in filosofia e storia della scienza,F,7
5469,2011/2012,17/S,Specialistiche in filosofia e storia della scienza,M,7
5470,2011/2012,18,Scienze dell'educazione e della formazione,F,12308
5471,2011/2012,18,Scienze dell'educazione e della formazione,M,1351
5472,2011/2012,18/S,"Specialistiche in filosofia teoretica, morale, politica ed estetica",F,191
5473,2011/2012,18/S,"Specialistiche in filosofia teoretica, morale, politica ed estetica",M,136
5474,2011/2012,18-bis,Scienze della Formazione Primaria - Quadriennale,F,19865
5475,2011/2012,18-bis,Scienze della Formazione Primaria - Quadriennale,M,953
5476,2011/2012,19,Scienze dell'amministrazione,F,1990
5477,2011/2012,19,Scienze dell'amministrazione,M,1676
5478,2011/2012,19/S,Specialistiche in finanza,F,67
5479,2011/2012,19/S,Specialistiche in finanza,M,78
5480,2011/2012,20,"Scienze e tecnologie agrarie, agroalimentari e forestali",F,1936
5481,2011/2012,20,"Scienze e tecnologie agrarie, agroalimentari e forestali",M,3816
5482,2011/2012,20/S,Specialistiche in fisica,F,103
5483,2011/2012,20/S,Specialistiche in fisica,M,210
5484,2011/2012,21,Scienze e tecnologie chimiche,F,1165
5485,2011/2012,21,Scienze e tecnologie chimiche,M,1389
5486,2011/2012,21/S,Specialistiche in geografia,F,15
5487,2011/2012,21/S,Specialistiche in geografia,M,23
5488,2011/2012,22,Scienze e tecnologie della navigazione marittima e aerea,F,23
5489,2011/2012,22,Scienze e tecnologie della navigazione marittima e aerea,M,75
5490,2011/2012,22/S,Specialistiche in giurisprudenza,F,1765
5491,2011/2012,22/S,Specialistiche in giurisprudenza,M,1097
5492,2011/2012,23,"Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",F,2517
5493,2011/2012,23,"Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",M,1307
5494,2011/2012,23/S,Specialistiche in informatica,F,136
5495,2011/2012,23/S,Specialistiche in informatica,M,619
5496,2011/2012,24,Scienze e tecnologie farmaceutiche,F,2880
5497,2011/2012,24,Scienze e tecnologie farmaceutiche,M,1282
5498,2011/2012,24/S,Specialistiche in informatica per le discipline umanistiche,F,38
5499,2011/2012,24/S,Specialistiche in informatica per le discipline umanistiche,M,21
5500,2011/2012,25,Scienze e tecnologie fisiche,F,645
5501,2011/2012,25,Scienze e tecnologie fisiche,M,1335
5502,2011/2012,25/S,Specialistiche in ingegneria aerospaziale e astronautica,F,115
5503,2011/2012,25/S,Specialistiche in ingegneria aerospaziale e astronautica,M,619
